ID_REF,GSM674702,GSM674703,GSM674704,GSM674705,GSM674706,GSM674707,GSM674708,GSM674709,GSM674710,GSM674711
cg21068339,0.02133093,0.02797386,0.02267678,0.01971884,0.02873796,0.03203526,0.02679631,0.02214825,0.0459488,0.0328459
cg21069922,0.08757993,0.07354075,0.1015125,0.1077207,0.0501067,0.06856529,0.05206237,0.08436598,0.05311899,0.04745271
cg21070087,0.6123837,0.7517359,0.6864385,0.6820766,0.8227302,0.595047,0.794947,0.7651869,0.7958587,0.8639293
cg21070730,0.03379923,0.0293481,0.03126614,0.02554904,0.02834829,0.02642067,0.03078962,0.02377332,0.02308593,0.03521308
cg21072025,0.3604581,0.08138883,0.09189258,0.1237842,0.1107988,0.06576935,0.1189324,0.05835938,0.2067364,0.147109
cg21073927,0.1717325,0.06274346,0.743394,0.08037163,0.1233237,0.3562631,0.06245558,0.0953785,0.05886275,0.09264721
cg21075829,0.4794179,0.2010983,0.4673032,0.2857365,0.3080385,0.1961013,0.532873,0.2081482,0.5134934,0.2687981
cg21076470,0.1478155,0.08371542,0.1327099,0.1243747,0.07956044,0.1498986,0.09409545,0.1053191,0.08579273,0.142885
cg21080294,0.0765057,0.05170785,0.0637534,0.1877527,0.05197096,0.04676081,0.05715648,0.08505481,0.3004762,0.04735857
cg21081852,0.2682436,0.1949989,0.3207692,0.2925478,0.1363553,0.2091946,0.1949584,0.3064411,0.2156427,0.1605244
cg21081971,0.3563471,0.5835422,0.3700532,0.466517,0.5916293,0.2681594,0.4766766,0.3990381,0.4609231,0.4187655
cg21084260,0.4505777,0.6126214,0.5050562,0.4632107,0.6262077,0.6109074,0.5519724,0.4544651,0.6068549,0.5734794
cg21085553,0.07270046,0.08085778,0.08970013,0.09377357,0.05922765,0.08093525,0.06858449,0.06940524,0.06262346,0.091005
cg21085625,0.0276061,0.03624377,0.03721857,0.03456229,0.03358946,0.03172894,0.03484986,0.03134997,0.0371269,0.03550044
cg21085768,0.6057297,0.6836132,0.5995448,0.6290722,0.6424001,0.8027205,0.634443,0.3232206,0.7509063,0.6665695
cg21086464,0.04865959,0.07499648,0.06465557,0.05046631,0.04054054,0.05252814,0.04279237,0.08648124,0.0362209,0.06344569
cg21087043,0.2639016,0.2732722,0.3396313,0.3000789,0.2191539,0.1924622,0.234656,0.3375131,0.1890125,0.2165617
cg21087137,0.1014906,0.09865541,0.1362098,0.1464596,0.08089051,0.07438535,0.1036296,0.0822242,0.07346898,0.06416852
cg21087701,0.2947466,0.6776774,0.6184515,0.6387119,0.5769639,0.4408188,0.4773281,0.6174662,0.7287897,0.7139791
cg21089667,0.9341588,0.9382626,0.9509796,0.9455098,0.9502352,0.9462264,0.9558017,0.9536083,0.9501075,0.8933219
cg21090723,0.4693053,0.4780285,0.4473858,0.4923641,0.5546493,0.4452986,0.5810185,0.3877918,0.6236641,0.6804446
cg21091629,0.05316885,0.06580575,0.03218324,0.03025145,0.04022254,0.02333941,0.03540461,0.04999333,0.02376061,0.03250045
cg21091679,0.07850857,0.1143386,0.06961972,0.09380489,0.08799309,0.5551774,0.08044268,0.2612368,0.04895335,0.09572063
cg21092324,0.5096234,0.6210278,0.6091405,0.4989605,0.598627,0.6124122,0.6633506,0.5139064,0.6756526,0.7062952
cg21092462,0.1784672,0.262098,0.3804846,0.07880079,0.1732718,0.05227993,0.08033332,0.06267564,0.3300419,0.1055867
cg21092687,0.1003433,0.05966587,0.08691036,0.08216039,0.08419408,0.06961684,0.08077803,0.1004963,0.179921,0.07632586
cg21093060,0.6878613,0.7648,0.6631098,0.6126761,0.7730906,0.7350639,0.8306227,0.5570061,0.7939076,0.7940843
cg21094154,0.5037637,0.4485258,0.4560111,0.578199,0.5727868,0.5024409,0.4012032,0.5415108,0.6376411,0.6079612
cg21094669,0.2461047,0.1707809,0.2129485,0.2351242,0.1423791,0.187375,0.182765,0.2151322,0.1377113,0.1449647
cg21096399,0.1162909,0.2639934,0.1422557,0.07795882,0.3001897,0.160224,0.1909034,0.07665387,0.06498421,0.1008139
cg21096502,0.03043928,0.04443739,0.04376685,0.03905367,0.05665652,0.04127506,0.04043037,0.03512723,0.04122223,0.0634645
cg21096591,0.3951777,0.3404419,0.2762862,0.4401813,0.4499294,0.4088303,0.3806233,0.5404626,0.4299839,0.4310679
cg21096915,0.06779067,0.1272559,0.08192196,0.1638638,0.117653,0.08454198,0.08282455,0.275941,0.2198696,0.254779
cg21096966,0.1543227,0.1805125,0.4098623,0.157338,0.143771,0.09764364,0.3762547,0.2013611,0.1056447,0.1459905
cg21097640,0.05019223,0.06011889,0.04663104,0.062933,0.05724273,0.0623142,0.05625766,0.04255145,0.06214369,0.05661178
cg21098323,0.8419092,0.8194357,0.5976384,0.8607735,0.6367067,0.9338358,0.7291875,0.1091652,0.6396406,0.6102123
cg21099221,0.02850702,0.05116104,0.03376206,0.05093323,0.03815937,0.040776,0.04347654,0.02635652,0.04404371,0.04297225
cg21099326,0.02134986,0.02216981,0.02625157,0.02881389,0.025317,0.02969877,0.03037383,0.02968335,0.02729343,0.03405041
cg21099488,0.04367522,0.05771156,0.07768073,0.06244875,0.056,0.1870833,0.05773396,0.05053517,0.06804588,0.06582213
cg21101222,0.01715897,0.02403496,0.02303209,0.02190797,0.02224878,0.02851227,0.02702904,0.0249052,0.02225804,0.03406443
cg21104946,0.05545997,0.080475,0.1109809,0.1019817,0.07097825,0.05498655,0.07591349,0.05999609,0.06336345,0.07157506
cg21105318,0.5926573,0.6879518,0.5492781,0.6117381,0.6879155,0.6207386,0.697219,0.4852569,0.7292506,0.7933632
cg21109025,0.6209814,0.7631686,0.6274071,0.6520807,0.7412995,0.7301188,0.7890737,0.6138453,0.6992009,0.8414183
cg21111471,0.6337621,0.7660633,0.7657109,0.8754539,0.6885096,0.7923968,0.7824925,0.7914534,0.6556394,0.7688182
cg21111868,0.1045082,0.08155597,0.113549,0.1195226,0.08078374,0.1010328,0.09280553,0.1385306,0.0886368,0.08157515
cg21112925,0.03524654,0.04031502,0.05395792,0.05000916,0.03682228,0.04327847,0.03996065,0.04080711,0.04227265,0.03896508
cg21114485,0.06184851,0.06749926,0.07802419,0.1109259,0.05382367,0.07796822,0.05542708,0.09685344,0.04663743,0.05677975
cg21115977,0.480414,0.3584879,0.5535714,0.5488124,0.3923624,0.5734874,0.4992503,0.4583681,0.6201882,0.5511666
cg21115990,0.8303074,0.8096904,0.824793,0.835417,0.8055064,0.8382097,0.7198414,0.831663,0.8631038,0.8212137
cg21116314,0.2587751,0.312907,0.4841735,0.5553158,0.3948672,0.1513958,0.244014,0.7835214,0.417889,0.4360985
cg21116410,0.02838483,0.03258294,0.03539648,0.0369249,0.02940722,0.04500508,0.0282405,0.03776874,0.03015208,0.03439897
cg21117584,0.1701159,0.1543901,0.1541396,0.1521219,0.106993,0.1499195,0.09458676,0.1616425,0.08488329,0.1002524
cg21119032,0.1114037,0.07785653,0.1577565,0.1165457,0.05909091,0.08850671,0.08811062,0.1448405,0.05368879,0.04362941
cg21120063,0.2841846,0.5737857,0.7957656,0.7480016,0.5908267,0.8836823,0.642038,0.8985042,0.4812862,0.6511298
cg21120249,0.594171,0.4770021,0.2022412,0.2779118,0.3581914,0.3462672,0.326123,0.1207704,0.174155,0.2202516
cg21120786,0.1098091,0.1219067,0.1312753,0.1434296,0.1343228,0.134353,0.1326142,0.09108177,0.1387718,0.1336967
cg21122529,0.03395565,0.04428137,0.05332215,0.05699514,0.06578369,0.04170412,0.04015326,0.03315869,0.0401788,0.04381238
cg21122774,0.4003983,0.5527414,0.4030875,0.465832,0.7262079,0.7956005,0.7552966,0.9288808,0.762356,0.6767122
cg21123509,0.0397396,0.04090485,0.04467516,0.03776525,0.04321539,0.06925999,0.03996244,0.02783049,0.04444046,0.0454714
cg21123573,0.269,0.2600084,0.4074559,0.3298717,0.1866897,0.2510411,0.2187633,0.3583596,0.2036036,0.1687616
cg21126707,0.7827414,0.9008723,0.9467936,0.7713118,0.7950075,0.8796057,0.8242834,0.9312183,0.8579034,0.8846415
cg21126943,0.123216,0.1475047,0.214152,0.2284739,0.1371775,0.2099412,0.2812992,0.07522786,0.2706272,0.09023809
cg21129531,0.8014135,0.8572074,0.9680323,0.5349824,0.7650937,0.2412891,0.852627,0.9767815,0.5554004,0.6989139
cg21130124,0.5138185,0.7239573,0.8117273,0.7789494,0.6883205,0.7763377,0.7773733,0.8349445,0.7024111,0.6685535
cg21130374,0.6684119,0.7123079,0.6738086,0.5996932,0.5843291,0.4748514,0.7566903,0.7895629,0.7243541,0.7491089
cg21132104,0.05592067,0.05370112,0.06255642,0.08673999,0.05045633,0.04996948,0.04810599,0.06224944,0.04755217,0.05677646
cg21132577,0.2719187,0.6182973,0.5669173,0.4224626,0.556094,0.4941917,0.5861104,0.3632366,0.4638923,0.4869172
cg21134096,0.1315951,0.09685175,0.122921,0.1269702,0.0724326,0.07353865,0.07945244,0.1190176,0.08762927,0.1348948
cg21137417,0.5718194,0.7173564,0.6142778,0.6172276,0.7698821,0.5676141,0.6455656,0.4810849,0.7769124,0.7982484
cg21137706,0.03757707,0.04226679,0.07186837,0.04248166,0.04053304,0.04180941,0.03935975,0.0437582,0.04530808,0.03932797
cg21137707,0.4578199,0.5766445,0.5101449,0.674634,0.501817,0.5007492,0.6782922,0.5441929,0.7691211,0.6566398
cg21137823,0.344364,0.0416855,0.03927388,0.1393939,0.06887653,0.1236577,0.05668631,0.04781293,0.2017443,0.05229395
cg21140292,0.05070195,0.06410047,0.05603775,0.05674313,0.05058696,0.04732542,0.05224726,0.05953871,0.04615599,0.04924599
cg21142158,0.1322146,0.09637988,0.1682981,0.1136536,0.1068111,0.1477636,0.107674,0.1488196,0.09104462,0.08963879
cg21142188,0.3948881,0.09205984,0.06407757,0.4735241,0.06189163,0.5062363,0.0625797,0.05665165,0.3823403,0.05173331
cg21142272,0.4949564,0.4659392,0.7916133,0.5468968,0.3277985,0.5413725,0.2268368,0.03461173,0.5567124,0.1900731
cg21142398,0.4500745,0.4445351,0.5032341,0.5108548,0.4741379,0.4978285,0.6694166,0.4166667,0.6080988,0.7585011
cg21144270,0.03976732,0.1357848,0.05939291,0.1605249,0.1186727,0.1429463,0.1781609,0.1673971,0.08477391,0.07342833
cg21144587,0.03603977,0.04002573,0.04359193,0.02631883,0.02763119,0.03255086,0.03681955,0.03849196,0.03221606,0.03118189
cg21145624,0.06441322,0.05635492,0.3202932,0.06534283,0.06080128,0.05524556,0.06280316,0.07769269,0.09451874,0.0624805
cg21146268,0.2493438,0.1788669,0.2280854,0.2334208,0.1373918,0.191631,0.1178049,0.2628895,0.101598,0.100376
cg21148892,0.5051385,0.4749953,0.4001681,0.6236408,0.3944302,0.7294913,0.5143141,0.4365812,0.5145564,0.5310879
cg21151355,0.2776304,0.3639475,0.2375872,0.4425103,0.3335733,0.2049822,0.4450194,0.2422222,0.3213374,0.3360288
cg21152662,0.5902199,0.6629079,0.6127445,0.5883141,0.6241425,0.5844629,0.6722252,0.618691,0.6990681,0.6322738
cg21152671,0.6289979,0.6558619,0.5204018,0.5149464,0.6289662,0.6601371,0.4916047,0.4559894,0.7327113,0.6483548
cg21153758,0.02763028,0.05359694,0.03019391,0.03643081,0.03032624,0.03028737,0.03261408,0.02521316,0.02891027,0.03871409
cg21154823,0.03458397,0.03575739,0.04604052,0.02662359,0.02895746,0.04087781,0.04402386,0.02923957,0.02937606,0.02813484
cg21161070,0.2445736,0.224003,0.1626007,0.3384437,0.2009569,0.3026543,0.2076585,0.2103998,0.2422488,0.1547396
cg21161651,0.03481882,0.03826419,0.03682476,0.0399121,0.03604611,0.03580572,0.03223222,0.03533986,0.03823697,0.03673549
cg21162961,0.478735,0.5588235,0.5123106,0.4329502,0.5537555,0.4607379,0.5499625,0.5178399,0.4193303,0.5655992
cg21163415,0.04357566,0.126115,0.08159024,0.07243881,0.08895339,0.05462161,0.08265372,0.05116375,0.09655307,0.0655123
cg21164303,0.02216603,0.03705133,0.03160696,0.02817944,0.03618677,0.05618726,0.0228158,0.03740763,0.02948565,0.04386082
cg21165219,0.5246377,0.7075679,0.4912034,0.6516204,0.6268622,0.5546219,0.6736564,0.6762772,0.7739391,0.6032518
cg21165909,0.6930974,0.7844388,0.6517733,0.7845244,0.7699492,0.8330594,0.8117977,0.7984645,0.6263055,0.8031135
cg21166555,0.02027329,0.02616332,0.03134837,0.03032239,0.02849426,0.02453469,0.03647026,0.03052164,0.02346355,0.03041483
cg21166999,0.6724234,0.6593648,0.6323133,0.6254107,0.7236404,0.6791634,0.7490209,0.7130742,0.7138073,0.7314017
cg21167159,0.7143945,0.6954545,0.818656,0.8850778,0.7981301,0.841985,0.8498358,0.7023793,0.7718636,0.8306094
cg21168622,0.4120482,0.3653234,0.3568436,0.3977433,0.2778805,0.365869,0.3154472,0.4096386,0.2849569,0.3003966
cg21168884,0.5616544,0.6397681,0.4922262,0.6703267,0.6894378,0.771857,0.713836,0.7271172,0.610671,0.6378801
cg21169285,0.5855588,0.7010643,0.5030675,0.5727612,0.733882,0.6697957,0.7686628,0.4699915,0.7414248,0.8137916
cg21171130,0.02657448,0.03771067,0.02702555,0.02920027,0.03150063,0.0926819,0.02592988,0.0232187,0.0257354,0.03029593
cg21171373,0.03712714,0.04081751,0.06235354,0.06008334,0.03317811,0.05248551,0.04281036,0.06754842,0.03736116,0.03354974
cg21171615,0.5215054,0.6008425,0.5137255,0.382467,0.6546801,0.4925795,0.6391347,0.5315048,0.6021205,0.6499417
cg21172540,0.02210905,0.02895009,0.02491137,0.02793534,0.03075504,0.02214738,0.02348603,0.02666339,0.02652276,0.02925347
cg21173623,0.1280338,0.1237,0.1623358,0.1424933,0.1516118,0.1085667,0.1403797,0.2093464,0.09473684,0.09595152
cg21176048,0.04641189,0.04030048,0.06889852,0.03530102,0.03818903,0.03133809,0.03124288,0.07651246,0.03119426,0.03774882
cg21177096,0.0345078,0.05178732,0.03848005,0.03944669,0.04226069,0.04788239,0.04353746,0.03002427,0.04729867,0.0406055
cg21178548,0.1651885,0.1512046,0.2505328,0.1864012,0.1381745,0.1623962,0.1119961,0.199403,0.1243896,0.1099466
cg21179457,0.04317602,0.06560165,0.05253879,0.0530349,0.05925101,0.05590459,0.05302086,0.05129078,0.06669999,0.08989351
cg21180599,0.1694118,0.1961081,0.3078344,0.2384128,0.1701176,0.1697177,0.2655462,0.2231214,0.2253059,0.1442296
cg21182322,0.04909107,0.04946686,0.04236845,0.04289791,0.04937566,0.0537625,0.04912713,0.04005484,0.04139442,0.0541292
cg21182407,0.03811934,0.05804192,0.06012951,0.08544423,0.04192486,0.05414316,0.05276873,0.06015226,0.1746904,0.05353636
cg21182454,0.01520234,0.02115221,0.02437576,0.02034137,0.02576218,0.02309825,0.03216793,0.01528205,0.0247268,0.03185391
cg21183846,0.282353,0.2090376,0.3078745,0.3275738,0.1462791,0.2920354,0.1822034,0.4066544,0.200589,0.1049852
cg21183872,0.3529747,0.04898414,0.06935759,0.3943577,0.05725115,0.2472308,0.0667114,0.09016025,0.3561869,0.06978456
cg21184011,0.0507298,0.08716248,0.08777926,0.2862389,0.1227255,0.0587155,0.2873137,0.3955909,0.172878,0.1152027
cg21184174,0.3861453,0.3807193,0.07927308,0.1797068,0.5771453,0.1212326,0.06652781,0.1082104,0.4518293,0.2808122
cg21184495,0.1187726,0.08526736,0.1347044,0.08503172,0.07805513,0.1057194,0.08748027,0.1290861,0.1004115,0.05821251
cg21185421,0.01986755,0.02548515,0.02172535,0.02206717,0.02189328,0.02433077,0.02458516,0.01871451,0.0209205,0.02784681
cg21187265,0.1247791,0.1168,0.1158422,0.1741117,0.1171392,0.1221782,0.09084801,0.1545741,0.08655693,0.08474576
cg21194776,0.5862816,0.6584475,0.5790684,0.6188679,0.7246032,0.6978968,0.7863744,0.5647482,0.7284986,0.7752565
cg21195120,0.157424,0.1748474,0.1422456,0.2498582,0.1131167,0.318454,0.1086956,0.2230769,0.2691316,0.09814578
cg21195414,0.4489296,0.07002505,0.06018228,0.05575951,0.04522995,0.04584923,0.03855961,0.05262321,0.04122611,0.05247956
cg21196187,0.04258981,0.03844487,0.05056767,0.05910314,0.04229709,0.07468944,0.04045571,0.06415695,0.04121944,0.04920825
cg21197871,0.4458728,0.4267118,0.2444978,0.3131868,0.4183314,0.4630435,0.5237116,0.2743725,0.3043331,0.6437536
cg21197973,0.02448057,0.03600561,0.04523416,0.02934295,0.02461597,0.02935865,0.03305043,0.03848815,0.03342694,0.04040311
cg21198021,0.5233495,0.6706031,0.612828,0.6058758,0.6668038,0.6147541,0.7257645,0.566916,0.7537709,0.7457196
cg21200380,0.09962184,0.09538994,0.08560085,0.08590436,0.08375721,0.08948321,0.07988553,0.09186284,0.09421697,0.09355205
cg21200703,0.1497965,0.2632542,0.2453828,0.2115496,0.2743742,0.7731,0.2288447,0.2742204,0.1347547,0.4075779
cg21201109,0.09805046,0.512437,0.08001343,0.1043177,0.4015338,0.1624296,0.135102,0.1674249,0.1339439,0.1101958
cg21201572,0.5264227,0.7081957,0.5168594,0.5732546,0.6922671,0.5916911,0.6785714,0.5287162,0.7300432,0.7860106
cg21201659,0.0719554,0.07466008,0.06653363,0.08236311,0.07509488,0.06561466,0.07018706,0.05398485,0.06241754,0.06998841
cg21203420,0.03786182,0.0385205,0.04443366,0.0462638,0.05431404,0.04559466,0.04165139,0.03735801,0.03773658,0.03996382
cg21206959,0.03678422,0.04547539,0.04271232,0.04652222,0.04059381,0.04198324,0.04667072,0.02803111,0.03970805,0.0526406
cg21207418,0.7087846,0.8457323,0.8585839,0.8312812,0.825959,0.8087204,0.8491303,0.8010297,0.7773486,0.7688724
cg21207436,0.5283887,0.4127067,0.5036448,0.4995552,0.3956073,0.358304,0.3049103,0.2264698,0.6137547,0.5184556
cg21208104,0.04742993,0.09705774,0.05656518,0.05374426,0.08196416,0.0624314,0.05549173,0.04984208,0.06934503,0.07764661
cg21209091,0.2976435,0.1802389,0.2438934,0.2435491,0.1738117,0.5140033,0.1417073,0.2154047,0.1306711,0.1594049
cg21209356,0.3341913,0.59882,0.1812888,0.7712604,0.610672,0.5281422,0.6475193,0.5986049,0.7653059,0.6678013
cg21210758,0.130633,0.1163725,0.1671173,0.1468199,0.1208285,0.1405981,0.118351,0.1253272,0.1098573,0.1095089
cg21210789,0.02746386,0.08938221,0.03776744,0.2230685,0.1151841,0.03887264,0.09046118,0.0253424,0.04481884,0.06205127
cg21211608,0.04136223,0.04872978,0.0921659,0.03952457,0.0392921,0.052687,0.03512491,0.02471526,0.1240764,0.03773532
cg21211748,0.07483455,0.09173021,0.1010011,0.1003951,0.07798094,0.0852052,0.07757781,0.07589893,0.07045201,0.08497175
cg21212066,0.06313993,0.06617833,0.06776001,0.05465994,0.06416956,0.07114209,0.05947793,0.05794534,0.05723891,0.07548201
cg21212956,0.05059733,0.04538405,0.05177178,0.06946161,0.045626,0.0529704,0.04650274,0.078284,0.04138326,0.05561162
cg21215336,0.03563543,0.3110985,0.02208171,0.04366691,0.176873,0.1223414,0.04643785,0.0401217,0.02832413,0.07003087
cg21218093,0.02706039,0.04494892,0.03648445,0.04288499,0.03758508,0.03483939,0.03147374,0.03090496,0.03392305,0.04049468
cg21218636,0.03309168,0.04547584,0.04273076,0.03509653,0.03529121,0.0370948,0.03534422,0.02819302,0.03194942,0.04274702
cg21219744,0.03372304,0.03145634,0.03431487,0.03295863,0.03394998,0.03401138,0.03442199,0.02480385,0.02825795,0.02915597
cg21222430,0.05016436,0.04784336,0.04797512,0.04168452,0.05508637,0.05461819,0.0429349,0.04643815,0.0424055,0.05894841
cg21223353,0.8378451,0.8854293,0.7997923,0.8058252,0.8842508,0.8661982,0.9020892,0.8060753,0.9034141,0.8980877
cg21223368,0.03291618,0.03727171,0.04104897,0.04163517,0.03869882,0.0480469,0.03289502,0.03290268,0.03749148,0.04608367
cg21224049,0.07806524,0.08421308,0.08274904,0.07947053,0.09520056,0.08562391,0.08273582,0.06738263,0.08573125,0.08940616
cg21224759,0.22894,0.06918678,0.06766789,0.3118227,0.06218363,0.3009433,0.06583279,0.04600664,0.4833114,0.07362147
cg21226224,0.2373548,0.09570654,0.1403146,0.1124185,0.1864868,0.1388635,0.1876361,0.131774,0.09488413,0.1977941
cg21226225,0.3718375,0.1795587,0.3468196,0.3279929,0.1715268,0.2799022,0.1754578,0.3055992,0.1792609,0.1242465
cg21226234,0.8926129,0.8722799,0.9040571,0.862797,0.7947249,0.9325603,0.9040859,0.9064093,0.9331923,0.8447439
cg21226861,0.02859898,0.04229015,0.03512444,0.03190057,0.03646237,0.0332249,0.03313198,0.03981131,0.03519655,0.03668
cg21228284,0.09162688,0.07875735,0.07867801,0.07589216,0.05441829,0.06170562,0.06368043,0.1884139,0.04760728,0.03991426
cg21229055,0.0864172,0.2790352,0.4698947,0.2932915,0.2964315,0.06206299,0.1417743,0.1624078,0.1340201,0.08343487
cg21229859,0.05486532,0.09236272,0.1393981,0.0925637,0.07106958,0.05957039,0.06123969,0.06804734,0.0636434,0.07076029
cg21230133,0.4332971,0.6306168,0.7593923,0.7270881,0.6838764,0.6275029,0.6959172,0.7928982,0.7841951,0.6790705
cg21230392,0.7581522,0.8312266,0.7230105,0.8016382,0.8338065,0.8464776,0.8296874,0.8097257,0.863795,-3.40E+38
cg21230435,0.7052068,0.8466815,0.7297207,0.7336888,0.8379368,0.8026973,0.8346965,0.7241201,0.8389755,0.8676749
cg21232015,0.8594788,0.8440036,0.5473051,0.8239968,0.8158331,0.634596,0.8664473,0.8074058,0.7440974,0.7747699
cg21232685,0.5571249,0.8208929,0.8149361,0.5277075,0.8549086,0.5470834,0.818831,0.715,0.5009688,0.8435178
cg21233722,0.3543944,0.3913482,0.5760533,0.2673737,0.3733723,0.2994395,0.4326751,0.1860741,0.4035206,0.3264847
cg21235838,0.02086996,0.02840675,0.02342383,0.02319393,0.02562647,0.02893448,0.02353884,0.02895601,0.02669084,0.03097704
cg21237418,0.03451553,0.03614108,0.03683331,0.03294973,0.03481123,0.03288128,0.03531231,0.02525995,0.03453791,0.03492025
cg21237591,0.06943749,0.2843515,0.1402321,0.1104495,0.4549702,0.0842735,0.1181562,0.3854374,0.1133478,0.123976
cg21238457,0.05355637,0.2510516,0.06057853,0.07345155,0.2036839,0.05329695,0.05170388,0.1681231,0.05145103,0.07011759
cg21238818,0.0437008,0.05901651,0.05434263,0.0703076,0.04856906,0.04240819,0.05178362,0.02819724,0.04994793,0.04312236
cg21240812,0.02984067,0.04326944,0.03529138,0.04272981,0.04564033,0.04420185,0.03319725,0.03939449,0.03705423,0.04095191
cg21241823,0.9260399,0.1573662,0.1008342,0.2505425,0.331344,0.09033059,0.407486,0.1348813,0.3768376,0.2068598
cg21242004,0.555876,0.7057728,0.5735294,0.5393724,0.769089,0.6842772,0.574359,0.6627178,0.5686602,0.7211494
cg21243096,0.05760776,0.31497,0.05839517,0.08882735,0.09381682,0.122449,0.05901657,0.02534672,0.08474153,0.04936043
cg21243909,0.03729392,0.03939843,0.04227292,0.04357384,0.04191008,0.04238604,0.04252211,0.04081194,0.03917764,0.04019346
cg21244397,0.1367057,0.08529694,0.165096,0.154024,0.07660652,0.1077925,0.08341955,0.1651163,0.104225,0.0728624
cg21244955,0.7188484,0.8039594,0.6220763,0.7010772,0.8194294,0.7253306,0.8126697,0.58043,0.7620873,0.8130191
cg21245135,0.07891309,0.07704256,0.07701345,0.07432102,0.05895716,0.07390649,0.06461214,0.09233098,0.08340861,0.06586201
cg21245372,0.4315476,0.2632768,0.1783564,0.1682176,0.1694824,0.4747874,0.126177,0.09296978,0.2074656,0.1506991
cg21245652,0.1473759,0.2532596,0.1833266,0.05979862,0.2016277,0.0801131,0.3327481,0.3709481,0.09512298,0.2864887
cg21246431,0.029235,0.03181122,0.0317647,0.0417529,0.0369175,0.0297859,0.03039437,0.03429396,0.04596904,0.03722069
cg21246783,0.03268324,0.03912211,0.06970365,0.04706622,0.04099768,0.04585509,0.04249102,0.04400746,0.03968406,0.05183544
cg21248478,0.3058568,0.2709731,0.355272,0.346554,0.230199,0.2695202,0.2255319,0.3807721,0.2654056,0.1581492
cg21248774,0.04078347,0.04950957,0.07184409,0.05611243,0.04568024,0.04935022,0.0471704,0.05726608,0.03590108,0.04115168
cg21250296,0.08111339,0.07704023,0.08091024,0.08344319,0.05046534,0.05531995,0.05662758,0.05373613,0.04435851,0.05017425
cg21250577,0.03632535,0.04129423,0.04741945,0.03718823,0.03955338,0.04004583,0.03522975,0.03750992,0.04166473,0.05931825
cg21250978,0.07775052,0.1302552,0.1276551,0.1610668,0.1432386,0.09973428,0.09613827,0.2075304,0.08737864,0.1255994
cg21252483,0.2286875,0.3994236,0.3321326,0.3631189,0.6757689,0.2710932,0.323123,0.3652585,0.4407511,0.5348892
cg21255605,0.1007829,0.09622813,0.1373086,0.1245907,0.0919308,0.1101213,0.08505244,0.120921,0.09086332,0.09052304
cg21255626,0.02757721,0.03733104,0.07743654,0.03111816,0.03192789,0.03591137,0.0334341,0.02639537,0.02479623,0.03275758
cg21255732,0.02987774,0.06803141,0.04246018,0.0438884,0.07236011,0.05041479,0.05546937,0.07225022,0.04471842,0.04167414
cg21256649,0.04105482,0.05536716,0.04790648,0.05832312,0.05821644,0.0502498,0.04854307,0.04408551,0.04139263,0.05288782
cg21256656,0.4825262,0.6320555,0.5882979,0.6508821,0.5628681,0.7368246,0.6407425,0.7275435,0.7382789,0.6229859
cg21257635,0.1664062,0.1123807,0.2069603,0.173494,0.08402056,0.1072863,0.1158859,0.2129121,0.1052338,0.0789433
cg21258987,0.5499297,0.7801546,0.672807,0.5281419,0.6958825,0.5898721,0.8029705,0.7322562,0.587245,0.6177756
cg21259253,0.05247943,0.09302326,0.04232709,0.06630907,0.05226684,0.04610848,0.06804479,0.0567064,0.05627033,0.06239757
cg21260850,0.04769807,0.05458049,0.0738758,0.05955757,0.06463424,0.0698841,0.05403511,0.03552815,0.06604757,0.06749678
cg21261477,0.04201006,0.04909525,0.04252648,0.04022911,0.04086674,0.04395032,0.04396497,0.03340273,0.04684545,0.05198481
cg21262854,0.03938454,0.03654665,0.05062278,0.05310971,0.03054376,0.05577973,0.04666305,0.04285714,0.04274184,0.04254236
cg21263122,0.4454935,0.112615,0.1963746,0.1556092,0.1026393,0.1153751,0.08472856,0.2027801,0.08562071,0.08663317
cg21263196,0.03152364,0.03659983,0.04468638,0.04649001,0.04289606,0.03726253,0.03708617,0.05439937,0.03282532,0.04566275
cg21264055,0.06608357,0.06519987,0.0608453,0.05590104,0.07873018,0.0602829,0.06075327,0.04099197,0.05299165,0.06015606
cg21264207,0.02826256,0.03950148,0.04784569,0.03860098,0.04227984,0.04371851,0.03751566,0.02963297,0.03173119,0.03412915
cg21264329,0.08652246,0.08710863,0.1285226,0.08280907,0.07492099,0.1049905,0.07842124,0.1593162,0.08334034,0.07806268
cg21265783,0.05058856,0.05338545,0.06122235,0.06333956,0.05493055,0.0529551,0.0593006,0.03863527,0.05183611,0.05635745
cg21269897,0.1912437,0.2053086,0.4896976,0.236716,0.1703111,0.1568686,0.1589706,0.1832874,0.1430428,0.1771235
cg21269934,0.1682877,0.06842476,0.1322455,0.04144311,0.08657967,0.1040815,0.04610312,0.04619314,0.0911328,0.06175192
cg21270015,0.4620623,0.5787342,0.4969184,0.5250836,0.5733122,0.6491113,0.5631016,0.4531085,0.5773987,0.7362475
cg21270593,0.9444136,0.9627662,0.9744557,0.959412,0.9667494,0.9681093,0.970197,0.9335872,0.9648709,0.9715951
cg21271753,0.06777882,0.09924532,0.06222728,0.09778904,0.05568894,0.3006255,0.1824677,0.06626257,0.04784321,0.1764863
cg21272774,0.06551964,0.08984578,0.1182109,0.0910591,0.06882467,0.1093695,0.09309528,0.1057148,0.06186163,0.1053199
